Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Wyrdeer,64.5,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Stomp,Wild Charge,4,4,5,75000
Archen,64.4,566,rock,flying,160.1,76,115,1399059,31,1497,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Zebstrika (Shadow),64.4,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Discharge,7,6,3,50000
Butterfree (Shadow),64.3,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Bug Bite,Bug Buzz,Signal Beam,20,19,1,10000
Onix (Shadow),64.2,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Simisear,64.2,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Masquerain,64.1,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Air Cutter,Lunge,4,5,1,10000
Shaymin (Land),64.1,492,grass,none,117.9,122.3,131,1888054,17,1492,Magical Leaf,Grass Knot,Seed Flare,5,8,20,100000
Vileplume (Shadow),64.1,45,grass,poison,129.1,110.9,121,1732053,22,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Yanma,64.1,193,bug,flying,131.6,87.4,148,1702917,48.5,1498,Quick Attack,Aerial Ace,Silver Wind,5,6,3,50000
Absol,64,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Archeops,64,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Darmanitan (Galarian),64,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Ice Punch,8,7,3,50000
Kyogre (Shadow),64,382,water,none,136,116.8,104,1651954,13.5,1499,Waterfall,Surf,Origin Pulse,6,8,20,100000
Latias,64,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Rotom (Wash),64,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Nuzleaf,63.9,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Tranquill (Shadow),63.9,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Sky Attack,5,7,1,10000
Cinderace,63.7,815,fire,none,139,102.3,113,1606935,18.5,1499,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Braviary,63.6,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Fly,Close Combat,5,5,5,75000
Honchkrow (Shadow),63.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Lycanroc (Dusk),63.6,745,rock,none,145.2,92.5,115,1544749,20.5,1500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Sharpedo,63.6,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Sliggoo,63.6,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Tyranitar,63.6,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Banette,63.5,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Pineco,63.5,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Return,17,24,5,75000
Zygarde (10% Forme),63.5,718,dragon,ground,138.1,119.1,98,1612643,22.5,1494,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Ambipom,63.4,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Espurr,63.4,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Vivillon,63.4,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Zebstrika,63.4,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Corphish (Shadow),63.3,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Razor Shell,4,4,3,50000
Houndour,63.3,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,7,8,3,50000
Seel,63.3,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Boldore,63.2,525,rock,none,123.3,110.7,131,1787765,27.5,1484,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Gabite,63.2,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Polteageist,63.2,855,ghost,none,144.5,114.5,94,1555283,18,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Skorupi (Shadow),63.2,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Exeggutor (Alolan),63.1,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Glaceon,63.1,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Sawk,63.1,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Tangela (Shadow),63.1,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Clamperl,63,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Stonjourner,63,874,rock,none,125.6,108,131,1775982,17,1493,Rock Throw,Stone Edge,Rock Slide,11,9,5,75000
Lycanroc (Midday),62.9,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Meowstic (Male),62.9,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Sucker Punch,Thunderbolt,Psychic,8,8,3,50000
Luxio (Shadow),62.8,404,electric,none,134.1,89.1,139,1661818,45.5,1493,Spark,Wild Charge,Crunch,7,7,5,75000
Porygon2 (Shadow),62.8,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Raticate,62.8,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Stunky,62.8,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Tranquill,62.8,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Return,5,8,1,10000
Vanilluxe,62.8,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Astonish,Avalanche,Flash Cannon,5,7,3,50000
Carracosta,62.7,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Ancient Power,Liquidation,15,15,5,75000
Cinccino,62.6,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Popplio,62.6,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Aqua Jet,12,14,3,10000
Murkrow,62.5,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,7,3,50000
Hattrem,62.4,857,psychic,none,123.2,115.3,127,1804506,39,1496,Confusion,Psyshock,Dazzling Gleam,4,5,5,50000
Kingler,62.4,99,water,none,143.9,115,93,1539736,19.5,1495,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Espeon,62,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Murkrow (Shadow),62,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,7,3,50000
Raticate (Shadow),61.9,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Skorupi,61.9,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Carracosta (Shadow),61.8,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Liquidation,Ancient Power,15,15,5,75000
Mesprit,61.8,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Swift,Future Sight,3,6,20,100000
Sigilyph,61.8,561,psychic,flying,131.6,114,114,1710530,22,1500,Air Slash,Air Cutter,Ancient Power,4,5,5,75000
Sudowoodo (Shadow),61.8,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Gothitelle,61.7,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Persian (Alolan),61.7,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,7,10,3,50000
Plusle,61.6,311,electric,none,129.2,107.3,125,1733312,34,1499,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Rotom (Frost),61.6,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Celebi,61.5,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Lampent,61.5,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,8,8,5,75000
Oricorio (Pa'u),61.5,741,psychic,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Rotom (Mow),61.5,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Stantler,61.4,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Dwebble,61.3,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,Rock Tomb,X-Scissor,7,5,1,10000
Phanpy,61.3,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Phanpy (Shadow),61.3,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Whirlipede (Shadow),61.3,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Regidrago,61.2,895,dragon,none,121.9,62.7,241,1842328,20,1499,Bite,Breaking Swipe,Outrage,18,30,20,100000
Gothorita (Shadow),61.1,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Rampardos (Shadow),61.1,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Simipour,61.1,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,15,15,3,50000
Whirlipede,61.1,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Banette (Shadow),61,354,ghost,none,146.8,91.9,113,1524534,24.5,1500,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Beautifly,60.9,267,bug,flying,146.4,81.9,128,1535506,34.5,1500,Infestation,Air Cutter,Silver Wind,3,4,1,10000
Lombre,60.9,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Mr. Rime,60.9,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Persian,60.9,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Tentacool (Shadow),60.9,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Wrap,Water Pulse,5,7,3,50000
Butterfree,60.8,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Bug Bite,Bug Buzz,Signal Beam,20,19,1,10000
Trapinch (Shadow),60.8,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Trapinch,60.7,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Crabominable,60.6,740,fighting,ice,136.8,87.9,135,1624204,19,1494,Bubble,Ice Punch,Brick Break,4,4,3,50000
Gothitelle (Shadow),60.6,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Tentacool,60.5,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Wrap,Water Pulse,5,7,3,50000
Corphish,60.4,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Razor Shell,4,4,3,50000
Gabite (Shadow),60.4,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Gothorita,60.4,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Omastar,60.4,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Dwebble (Shadow),60.3,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,Rock Tomb,X-Scissor,7,5,1,10000
Garbodor (Shadow),60.2,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Loudred (Shadow),60.1,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Wugtrio,60.1,961,water,none,151.8,107.2,90,1464371,29,1496,Mud Slap,Liquidation,Surf,5,5,3,50000
Clauncher,60,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Aqua Jet,Crabhammer,14,17,3,50000
Persian (Shadow),60,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Chinchou,59.9,170,water,electric,101.7,94.1,164,1569336,50,1265,Bubble,Thunderbolt,Water Pulse,5,5,3,50000
Toucannon,59.9,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Lilligant,59.8,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Sunflora,59.8,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Fearow,59.7,22,normal,flying,132.6,102.7,124,1689204,28.5,1497,Steel Wing,Fly,Drill Run,8,8,1,10000
Porygon (Shadow),59.7,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,14,19,3,50000
Alakazam (Shadow),59.5,65,psychic,none,157,103.1,88,1425029,18,1499,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Eevee,59.5,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Swift,Dig,5,7,5,75000
Loudred,59.5,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Omastar (Shadow),59.5,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Illumise,59.3,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Dazzling Gleam,15,19,3,50000
Totodile,59.3,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Aqua Jet,Crunch,14,15,3,10000
Liepard (Shadow),59.2,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Crabrawler,59.1,739,fighting,none,135.7,99.1,122,1641269,48.5,1495,Bubble,Crabhammer,Power-Up Punch,5,4,3,50000
Flaaffy (Shadow),59.1,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Trailblaze,Discharge,5,4,5,75000
Meowstic (Female),59.1,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Shadow Ball,Energy Ball,5,5,3,50000
Totodile (Shadow),59.1,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Aqua Jet,Crunch,14,15,3,10000
Ponyta (Galarian),58.9,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Swift,Play Rough,4,7,3,50000
Stantler (Shadow),58.9,234,normal,none,133.5,99.5,126,1672954,26,1494,Tackle,Wild Charge,Stomp,15,14,3,50000
Dodrio,58.8,85,normal,flying,144.4,99.1,108,1545284,23.5,1494,Steel Wing,Brave Bird,Drill Peck,10,7,3,50000
Flaaffy,58.8,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Trailblaze,Discharge,5,4,5,75000
Snover,58.7,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Koffing,58.6,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Sludge,Dark Pulse,4,5,3,50000
Koffing (Shadow),58.6,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Sludge,Dark Pulse,4,5,3,50000
Braviary (Hisuian),58.4,628,psychic,flying,128.6,89.1,151,1729615,19.5,1491,Air Slash,Brave Bird,Fly,7,5,5,75000
Musharna,58.4,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Watchog (Shadow),58.4,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Hyper Fang,23,25,1,10000
Alakazam,58.3,65,psychic,none,157,103.1,88,1425029,18,1499,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Bulbasaur,58.3,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Drizzile,58.2,817,water,none,137.9,91.4,128,1613242,29.5,1493,Water Gun,Surf,Water Pulse,15,19,3,10000
Chespin,57.9,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Floragato,57.8,907,grass,none,124.9,111,129,1788742,37.5,1498,Leafage,Grass Knot,Play Rough,8,9,3,10000
Gumshoos,57.8,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Rock Tomb,Crunch,25,23,1,10000
Mr. Mime (Galarian),57.5,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Ice Punch,Triple Axel,4,4,5,75000
Pancham,57.5,674,fighting,none,123.3,100.2,147,1816117,47.5,1498,Tackle,Body Slam,Crunch,12,15,3,50000
Garbodor,57.4,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Watchog,57.4,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Xatu (Shadow),57.4,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Bergmite,57.3,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Krabby,57.3,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Razor Shell,Water Pulse,4,5,3,50000
Beheeyem,57.2,606,psychic,none,134.4,105.7,116,1648710,20,1491,Astonish,Rock Slide,Dark Pulse,5,5,3,50000
Lycanroc (Midnight),57,745,rock,none,134.3,101,123,1668138,20.5,1498,Counter,Stone Edge,Trailblaze,10,8,5,50000
Roggenrola (Shadow),57,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Accelgor (Shadow),56.9,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Energy Ball,5,4,3,50000
Hoopa,56.9,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Astonish,Shadow Ball,Psychic,6,6,20,100000
Liepard,56.9,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Nosepass,56.5,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Piplup,56.5,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Pupitar (Shadow),56.5,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Goldeen,56.4,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,5,5,3,50000
Komala,56.4,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Bulldoze,5,4,3,50000
Maractus,56.4,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Piplup (Shadow),56.4,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Xatu,56.4,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Octillery,56.3,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Sawsbuck,56.3,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Trailblaze,8,8,3,50000
Seadra (Shadow),56.2,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Exeggutor (Shadow),56,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Nosepass (Shadow),56,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Bulbasaur (Shadow),55.9,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Rampardos,55.9,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Azelf,55.7,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Swift,Future Sight,3,6,20,100000
Exeggcute (Shadow),55.7,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Bullet Seed,Seed Bomb,Ancient Power,4,4,3,50000
Exeggutor,55.7,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Volbeat,55.7,313,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Thunderbolt,Bug Buzz,19,20,3,50000
Exeggcute,55.6,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Snover (Shadow),55.6,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Clawitzer,55.4,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Shaymin (Sky),55.3,492,grass,flying,138.1,93.6,124,1604184,15,1489,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Trumbeak,55.3,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Elgyem,55.2,605,psychic,none,134,94.7,132,1675163,49.5,1500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Deerling,55.1,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Trailblaze,15,15,3,50000
Roselia,55.1,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Pupitar,55,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Drowzee (Shadow),54.9,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Psychic,4,5,3,50000
Roggenrola,54.8,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Drowzee,54.7,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Varoom,54.6,965,steel,poison,116,102.5,120,1426556,50,1287,Metal Sound,Gyro Ball,Gunk Shot,8,10,3,50000
Inteleon,54.5,818,water,none,154,89.6,105,1449217,18.5,1498,Water Gun,Surf,Shadow Ball,15,19,3,10000
Gorebyss,54.3,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Water Pulse,Psychic,19,19,3,50000
Accelgor,54,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Acid Spray,5,4,3,50000
Seadra,53.8,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Flabebe,53.4,669,fairy,none,103.4,113.4,119,1395258,50,1202,Vine Whip,Dazzling Gleam,Psychic,7,7,3,50000
Audino,53.3,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Body Slam,Disarming Voice,6,8,3,50000
Throh,53.1,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Jynx,52.8,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Psyshock,4,4,5,75000
Cherrim (Overcast),52.7,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Dazzling Gleam,Solar Beam,5,7,1,10000
Porygon-Z (Shadow),52.7,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Rowlet,52.4,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Seed Bomb,Energy Ball,7,8,3,10000
Noivern,52.3,715,flying,dragon,126.4,110.7,127,1776882,20.5,1498,Air Slash,Hurricane,Boomburst,8,8,5,75000
Porygon-Z,52,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Throh (Shadow),51.9,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Unfezant (Shadow),51.9,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Reuniclus (Shadow),51.8,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Psychic),Psyshock,Shadow Ball,5,7,3,50000
Turtwig,51.6,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Turtwig (Shadow),51.5,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Chatot,51.4,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Sky Attack,Night Shade,10,8,5,75000
Regieleki,51.3,894,electric,none,152.3,82.4,117,1469385,20,1496,Lock On,Thunder,Hyper Beam,12,16,20,100000
Ferroseed,51.2,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Return,8,10,3,75000
Meltan,51.1,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
